,veh_make_other,vehicle_model,vehicle_year,weight_class_cvm,vehicle_classification,vehicle_weight
0,Ford,TRANSIT,2020,LHD,3,9999998
1,Ford,TRANSIT,2020,LHD,3,9999998
2,Ford,TRANSIT,2020,LHD,3,9999998
3,Ford,TRANSIT,2020,LHD,3,9999998
4,Ford,TRANSIT,2020,LHD,3,9999998
5,Ford,TRANSIT,2020,LHD,3,9999998
6,Ford,TRANSIT,2020,LHD,3,9999998
7,Ford,RANGER,2020,DA,2,6050
8,Ford,F150,2020,DA,2,7010
9,Ford,Maverick,2022,DA,2,9999998
10,DODGE,Sprinter,2006,LHD,3,9999998
11,DODGE,Sprinter,2006,LHD,3,9999998
12,DODGE,Sprinter,2006,LHD,3,9999998
13,Chevrolet,C 4500,2007,LHD,6,9999998
14,Chevrolet,SUBURBAN,1999,DA,1,9999998
15,Chevrolet,SUBURBAN,1999,DA,1,9999998
16,Ford,F450 Super Duty Flatbed,2004,LHD,5,9999998
17,International,Box,2016,HHD,6,9999998
18,International,Box,2018,HHD,6,9999998
19,International,Box,2016,HHD,6,9999998
20,Ford,F-150,2017,DA,2,9999998
21,Ford,f150,2017,DA,2,9999998
22,Freightliner,Box,2018,MHD,5,9999998
23,International,Stake,2018,MHD,5,9999998
24,Peterbilt,Tanker,2015,HHD,8,9999998
25,Kenworth,m2,2015,HHD,8,9999998
26,Kenworth,Tanker,2016,HHD,8,9999998
27,Kenworth,tanker,2016,HHD,8,9999998
28,Kenworth,Tanker,2016,HHD,8,9999998
29,Kenworth,tanker,2016,HHD,8,9999998
30,Ford,F250,2018,LHD,2,9999998
31,Ford,E-150,2016,DA,2,9999998
32,Ford,F150,2016,DA,2,9999998
33,TOYOTA,CAMRY,2016,DA,1,7900
34,Isuzu,NPR,2019,MHD,5,9999998
35,Chevrolet,3500 EXPRESS BOX TRUCK,2021,LHD,5,9999998
36,TOYOTA,Tacoma,2014,DA,2,7100
37,Hyundai,Santa Fe,2016,DA,1,5137
38,Chevrolet,SILVERADO,2021,DA,2,7100
39,Ford,E350,2016,LHD,3,8500
40,Ford,F650 FLATBED,2021,MHD,6,20500
41,Ford,F750,2021,MHD,5,37000
42,Chevrolet,2500 HD PICKUP,2004,LHD,2,10850
43,Ford,Bronco,2014,DA,1,4630
44,TOYOTA,Tacoma,2017,DA,2,5600
45,Ford,F150,2005,DA,2,7010
46,Kia,Solento ,2012,DA,1,5468
47,Volkswagen,BEETLE,2006,DA,1,9999998
48,Jeep,CHEROKEE,2015,DA,1,5900
49,Tesla,Model Y,2020,DA,1,4280
50,Ford,Mach-E,2021,DA,1,5011
51,Nissan,Rogue,2019,DA,1,4685
52,Lexus,NX,2022,DA,1,4900
53,MAZDA,TX3,2019,DA,1,3500
54,Ford,E250 ECONOLINE 2WD,2003,LHD,3,6500
55,Lexus,RX300,2000,DA,1,4950
56,TOYOTA,COROLLA,2014,DA,1,9999998
57,HONDA,Civic,2017,DA,1,2877
58,Ford,FIESTA,2016,DA,1,2700
59,Jeep,Commander,2007,DA,1,6500
60,Nissan,Altima,2009,DA,1,4482
61,Lexus,RX,2013,DA,1,4010
62,Ford,E250 ECONOLINE 2WD,2003,LHD,3,6980
63,HONDA,Fit,2011,DA,1,2568
64,Nissan,Rogue,2013,DA,1,4619
65,Hyundai,Kona,2020,DA,1,5200
66,Ford,F150,2014,DA,2,7010
67,TOYOTA,PRIUS,2011,DA,1,3000
68,Ford,F250,2014,LHD,2,12500
69,Ford,F250,2014,LHD,2,12500
70,Ford,F250,2016,LHD,2,12500
71,Ford,f150,2015,DA,2,7090
72,Ford,f150,2016,DA,2,7090
73,Ford,f150,2016,DA,2,7090
74,Ford,f150,2017,DA,2,7090
75,Ford,f150,2018,DA,2,7090
76,Ford,f150,2016,DA,2,7090
77,Ford,E-150,2017,DA,2,8600
78,Chevrolet,SILVERADO 2500 PU,2008,LHD,2,10850
79,Chevrolet,SILVERADO 2500 HD 2WD,2016,LHD,2,9050
80,Chevrolet,SILVERADO 2500 HD 2WD,2019,LHD,2,8000
81,Chevrolet,SILVERADO 2500 HD 2WD,2019,LHD,2,8000
82,Ford,Bronco,2006,DA,1,7010
83,Ford,F150 XL Super Cab,2006,DA,2,7010
84,Ford,F250 XL Super Cab,2008,LHD,2,7010
85,International,4400,2009,MHD,8,23500
86,Ford,F350 BOX TRUCK,2010,LHD,5,12500
87,Ford,F550 XL Reg Chassis Cab,2017,LHD,5,16001
88,Ford,F150 XL Super Cab,2018,DA,2,7010
89,Ford,F550 XL Reg Cab,2019,LHD,5,16001
90,Freightliner,108SD,2020,HHD,8,69000
91,Ford,F150 XL SC,2022,DA,2,7010
92,Volkswagen,Atlas,2018,DA,1,6019
93,Chevrolet,SILVERADO 1500,2002,DA,2,6700
94,Ford,Suburban,2006,DA,1,10000
95,Ford,F250 xlt,1997,LHD,2,10000
96,Ford,Suburban,2009,DA,1,12500
97,Ford,F-250,2020,LHD,2,10900
98,Chevrolet,2500,2018,LHD,2,8000
99,Chevrolet,2500,2019,LHD,2,8000
100,Chevrolet,2500,2013,LHD,2,8010
101,Chevrolet,3500 EXPRESS BOX TRUCK,2018,LHD,5,7000
102,Chevrolet,3500 EXPRESS BOX TRUCK,2015,LHD,5,11500
103,Ford,F750,2013,MHD,5,20500
104,Ford,F350 Flatbed,2017,LHD,5,12400
105,Freightliner,M2 DUMP TRUCK,2018,MHD,6,19800
106,Kenworth,T880,2019,HHD,6,55000
107,Ford,F750,2014,MHD,5,12600
108,MERCEDES BENZ,Metris ,2018,DA,3,12200
109,MAZDA,3,2015,DA,1,4299
110,Kia,SOUL,2016,DA,1,4023
111,TOYOTA,Avalon,2005,DA,1,5700
112,DODGE,RAM 1500,2008,DA,2,5800
113,Chevrolet,3500 EXPRESS BOX TRUCK,2016,LHD,5,10000
114,Ford,F450 BOX TRUCK ,2011,LHD,5,16500
115,Ford,F450 BOX TRUCK ,2011,LHD,5,16500
116,Tesla,Model S,2019,DA,1,4541
117,Tesla,X,2020,DA,1,6250
118,TOYOTA,Prius Prime,2017,DA,1,3040
119,Hyundai,KONA ELECTRIC,2020,DA,1,4762
120,Ford,F150 4WD BASE PAYLOAD LT TIRE,2020,DA,2,7000
121,Ford,F150 2.7L 2WD GVWR>6649 LBS PA,2014,DA,2,6700
122,Ford,F150 4WD BASE PAYLOAD LT TIRE,2004,DA,2,6950
123,Ford,F350 Box Truck ,2017,LHD,5,11500
124,HONDA,HR-V,2019,DA,1,3000
125,HONDA,Civic,2014,DA,1,2750
126,Nissan,Kicks,2020,DA,1,2700
127,MAZDA,CX-5,2020,DA,1,3720
128,Kenworth,T680,2020,HHD,8,110000
129,VOLVO,VNL 64T,2014,HHD,8,66000
130,Kenworth,T680,2020,HHD,8,110000
131,VOLVO,VNL 64T,2014,HHD,8,66000
132,Kenworth,T680,2020,HHD,8,110000
133,Kenworth,T680,2023,HHD,8,110000
134,Kenworth,T680,2019,HHD,8,110000
135,Kenworth,T680,2020,HHD,8,110000
136,Kenworth,T680,2020,HHD,8,110000
137,Kenworth,T680,2020,HHD,8,110000
138,Kia,SOUL,2016,DA,1,4023
139,Hyundai,KONA ELECTRIC,2020,DA,1,4762
140,Chevrolet,C6500 FLATBED,2015,MHD,5,21500
141,Chevrolet,C6500 FLATBED,2015,MHD,5,21500
142,Chevrolet,C6500 FLATBED,2015,MHD,5,21500
143,Chevrolet,SILVERADO 1500,2011,DA,2,10850
144,Chevrolet,SILVERADO 1500,2018,DA,2,10850
145,Chevrolet,Silverado ,2016,DA,2,10850
146,Chevrolet,1500,2015,DA,2,10850
147,Chevrolet,SILVERADO 1500 2WD,2016,DA,2,10850
148,Chevrolet,1500,2016,DA,2,10850
149,Chevrolet,SILVERADO 1500 4WD,2017,DA,2,10850
150,Chevrolet,1500,2018,DA,2,10850
151,Nissan,UD 2600,2011,MHD,5,12500
152,Nissan,Pathfinder,2012,DA,1,5410
153,HONDA,Crosstour,2015,DA,2,4938
154,TOYOTA,COROLLA,2016,DA,1,3000
155,Chevrolet,Spark,2013,DA,1,2350
156,Nissan,Sentra,2012,DA,1,3957
157,DODGE,RAM 1500,2021,DA,2,9000
158,TOYOTA,RAV4,2006,DA,1,4705
159,TOYOTA,HIGHLANDER,2008,DA,1,4100
160,Chevrolet,2500 HD PICKUP,2008,LHD,2,6000
161,DODGE,CALIBER,1999,DA,1,4400
162,Ford,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,2017,DA,2,7010
163,Ford,F-150 Heritage,2022,DA,2,7100
164,RAM,PRO MASTER,2019,LHD,3,4700
165,Ford,TRANSIT CONNECT,2019,DA,3,6780
166,Ford,TRANSIT,2006,LHD,3,10360
167,Hyundai,Santa Fe,2021,DA,1,5357
168,MAZDA,3,2019,DA,1,3419
169,Nissan,NV200,2015,DA,3,6012
170,Kia,SORENTO,2013,DA,1,5000
171,Nissan,Pathfinder,2018,DA,1,5986
172,Mitsubishi,Mirage,2008,DA,1,3108
173,TOYOTA,COROLLA,2014,DA,1,2955
174,Ford,F650 ROLLBACK,2018,MHD,8,7000
175,Ford,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,2009,DA,2,7020
176,Ford,F150,2019,DA,2,7010
177,Ford,F150,2018,DA,2,7090
178,Ford,F150,2014,DA,2,7010
179,Ford,F150,2020,DA,2,7040
180,Ford,F150,2020,DA,2,7010
181,Ford,F150,2019,DA,2,7900
182,Ford,F150,2018,DA,2,7120
183,Ford,F150,2019,DA,2,7000
184,TOYOTA,PRIUS,2011,DA,1,7090
185,Chevrolet,Tahoe,2019,DA,1,8200
186,Chevrolet,2500 HD,2008,LHD,2,10500
187,Jeep,CHEROKEE,2019,DA,1,6850
188,Ford,Bronco,2017,DA,1,12000
189,Chevrolet,SUBURBAN,2008,DA,1,8500
190,Chevrolet,1500,1992,DA,2,12500
191,Ford,Bronco,2013,DA,1,12000
192,Ford,150,2020,DA,2,7010
193,Ford,F550,2020,LHD,5,12500
194,Chevrolet,3500 EXPRESS BOX TRUCK,2009,LHD,5,12500
195,Ford,F450 BOX TRUCK ,2010,LHD,5,12500
196,Freightliner,Cascadia,2015,HHD,8,72500
197,Ford,EXPEDITION,2016,DA,1,12500
198,Ford,F150,2021,DA,2,7010
199,Ford,F150,2021,DA,2,7100
200,Ford,F150,2019,DA,2,7010
201,Ford,F450,2019,LHD,2,7010
202,Ford,F150,2020,DA,2,7010
203,Ford,F150,2020,DA,2,7010
204,Ford,F150 2.7L 2WD GVWR>6649 LBS,2018,DA,2,7000
205,Ford,F150 2.7L 2WD GVWR>6649 LBS PA,2019,DA,2,7020
206,Ford,F150,2020,DA,2,7000
207,Ford,F150,2020,DA,2,7000
208,Jeep,WRANGLER 4WD,2017,DA,1,7800
209,MAZDA,CX-09,2022,DA,1,5812
210,Ford,TRANSIT,2020,LHD,3,8200
211,Chevrolet,3500 EXPRESS BOX TRUCK,2004,LHD,5,12500
212,Freightliner,M2,2017,LHD,5,12500
213,Ford,E450 BOX TRUCK,1999,LHD,5,12500
214,Ford,F650 BOX TRUCK,2018,MHD,5,12500
215,Nissan,NV200,2015,DA,3,4772
216,TOYOTA,HIGHLANDER,2012,DA,1,7000
217,Ford,F150,2019,DA,2,7020
218,Chevrolet,Silverado ,2008,DA,2,8000
219,Chevrolet,1500,2011,DA,2,8100
220,Chevrolet,COLORADO,2012,DA,2,7000
221,TOYOTA,Tacoma,2016,DA,2,6900
222,Ford,Ranger ,2010,DA,2,6100
223,TOYOTA,Tacoma,2009,DA,2,7000
224,Ford,F150,2016,DA,2,7010
225,Chevrolet,SILVERADO,2007,DA,2,9000
226,HINO,263,2018,MHD,1,33000
227,HINO,263,2019,MHD,1,33000
228,MERCEDES BENZ,Sprinter,2021,LHD,1,9999998
229,Freightliner,P1000 Food Truck ,2015,LHD,5,13000
230,Chevrolet,3500 EXPRESS BOX TRUCK,2014,LHD,5,9800
231,Ford,F550 Ambulance ,2016,LHD,5,7010
232,Pierce,Quantum,2017,HHD,6,41000
233,Ford,F250,2014,LHD,2,5677
234,Pierce,Quantum,2018,HHD,6,41000
235,Freightliner,M2,2019,LHD,5,12500
236,Freightliner,M2,2019,LHD,5,12500
237,Ford,F150,2017,DA,2,8000
238,Ford,F250,2018,LHD,2,7700
239,Nissan,Frontier,2018,DA,2,4264
240,TOYOTA,Tacoma,2016,DA,2,7020
241,Ford,F-450 Super Duty,2017,LHD,5,12000
242,Ford,TRANSIT,2016,LHD,3,8500
243,Chevrolet,EXPRESS 3500 2WD CARGO,2007,LHD,3,6500
244,Chevrolet,Silverado 3500,2008,LHD,2,6000
245,DODGE,Hornet,2015,DA,1,6050
246,Nissan,Pathfinder,2011,DA,1,3890
247,Ford,EXPLORER,2010,DA,1,3470
248,Chevrolet,EQUINOX,2015,DA,1,5200
249,Chevrolet,COBALT,2006,DA,1,5988
250,Ford,TRANSIT,2015,LHD,3,11000
251,Ford,TRANSIT,2015,LHD,3,8500
252,HINO,238,2018,MHD,5,33000
253,HINO,Conventional Type Truck,2018,MHD,5,30000
254,DODGE,RAM 1500 PICKUP 4WD,2019,DA,3,5081
273,Chevrolet,3500 EXPRESS BOX TRUCK,1995,LHD,5,12500
274,MAZDA,CX-3,2019,DA,1,3850
275,Lincoln,Navigator,2013,DA,1,6000
276,Ford,F-150,2001,DA,2,4021
277,Ford,F150 2.7L 2WD GVWR>6649 LBS PAYLOAD PACKAGE,2004,DA,2,5000
278,Ford,F150,2006,DA,2,5002
279,Chevrolet,3500 EXPRESS BOX TRUCK,2005,LHD,5,5092
280,Chevrolet,3500 EXPRESS BOX TRUCK,2007,LHD,5,5092
281,International,DURASTAR,2019,HHD,8,44600
282,International,TerraStar,2012,HHD,8,58000
283,Ford,F-250 Super Duty,2016,LHD,2,6400
284,Ford,F-250 Super Duty,2016,LHD,2,9999998
285,Ford,EDGE,2013,DA,1,4300
286,Ford,F-350 XLT,1994,LHD,2,5220
287,Ford,RANGER XLT,1995,DA,2,3000
288,Ford,Ranger XLT,2001,DA,2,2900
289,HONDA,Passport,2019,DA,1,14500
290,HONDA,Passport,2020,DA,1,4500
291,HONDA,Passport,2020,DA,1,4500
